Filename,Record_Type,assembly_order_feature_id,assembly_order_op,dimensions_id,dimensions_leaders,dimensions_raw_text,dimensions_symbol,dimensions_tolerance,dimensions_unit,dimensions_value,dimensions_view_id,features_diameter_dim_ids,features_face_width_dim_ids,features_fit_class,features_id,features_length_dim_ids,features_outer_diameter_dim_ids,features_role,features_table_links,features_type,metadata_title_block_drawing_no,metadata_title_block_material,metadata_title_block_part_name,metadata_title_block_scale,tables_cells_label,tables_cells_unit,tables_cells_value,tables_id,tables_view_id,token_usage_image_dimensions_format,token_usage_image_dimensions_height,token_usage_image_dimensions_total_pixels,token_usage_image_dimensions_width,token_usage_input_tokens_image_tokens,token_usage_input_tokens_prompt_tokens,token_usage_input_tokens_total_input_tokens,token_usage_output_tokens,token_usage_token_counting_method,token_usage_total_tokens,units,views_bbox,views_id,views_name
f460115e-2917-4d27-be98-db90ce7fd8f9_image2.jpeg,tables_cells_Item_3,,,,,,,,,,,,,,,,,,,,,,,,PRESSURE ANGLE,°,30,,,,,,,,,,,,,,,,
f460115e-2917-4d27-be98-db90ce7fd8f9_image2.jpeg,tables_cells_Item_4,,,,,,,,,,,,,,,,,,,,,,,,MAJOR DIAMETER,mm,58,,,,,,,,,,,,,,,,
f460115e-2917-4d27-be98-db90ce7fd8f9_image2.jpeg,tables_cells_Item_5,,,,,,,,,,,,,,,,,,,,,,,,MINOR DIAMETER,mm,52.5,,,,,,,,,,,,,,,,
f460115e-2917-4d27-be98-db90ce7fd8f9_image2.jpeg,tables_cells_Item_6,,,,,,,,,,,,,,,,,,,,,,,,PITCH DIAMETER,mm,55.2,,,,,,,,,,,,,,,,
f460115e-2917-4d27-be98-db90ce7fd8f9_image2.jpeg,tables_cells_Item_7,,,,,,,,,,,,,,,,,,,,,,,,BASE DIAMETER,mm,47.8,,,,,,,,,,,,,,,,
f460115e-2917-4d27-be98-db90ce7fd8f9_image2.jpeg,tables_cells_Item_8,,,,,,,,,,,,,,,,,,,,,,,,MEASUREMENT BETWEEN PINS,mm,62.5,,,,,,,,,,,,,,,,
f460115e-2917-4d27-be98-db90ce7fd8f9_image2.jpeg,tables_cells_Item_9,,,,,,,,,,,,,,,,,,,,,,,,PIN DIAMETER,mm,5.5,,,,,,,,,,,,,,,,
f460115e-2917-4d27-be98-db90ce7fd8f9_image2.jpeg,tables_Item_2,,,,,,,,,,,,,,,,,,,,,,,,,,,tbl_spline_data,None,,,,,,,,,,,,,,
f460115e-2917-4d27-be98-db90ce7fd8f9_image2.jpeg,dimensions_Item_1,,,dim_outer_dia,outermost tips of gear teeth in SEC A-A,⌀202.8,⌀,None,mm,202.8,view_main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f460115e-2917-4d27-be98-db90ce7fd8f9_image2.jpeg,dimensions_Item_2,,,dim_hub_dia,largest cylindrical hub section in SEC A-A,⌀120,⌀,None,mm,120,view_main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f460115e-2917-4d27-be98-db90ce7fd8f9_image2.jpeg,dimensions_Item_3,,,dim_face_width,axial width of gear teeth section in SEC A-A,45,None,None,mm,45,view_main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f460115e-2917-4d27-be98-db90ce7fd8f9_image2.jpeg,dimensions_Item_4,,,dim_hub_height,total axial length of gear assembly in SEC A-A,54,None,None,mm,54,view_main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f460115e-2917-4d27-be98-db90ce7fd8f9_image2.jpeg,dimensions_Item_5,,,dim_bore,central bore in SEC A-A,⌀58 H7,⌀,H7,mm,58,view_main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f460115e-2917-4d27-be98-db90ce7fd8f9_image2.jpeg,features_Item_1,,,,,,,,,,,,dim_face_width,,feat_rim,,dim_outer_dia,gear_tip,tbl_gear_data,cylindrical_rim,,,,,,,,,,,,,,,,,,,,,,,
f460115e-2917-4d27-be98-db90ce7fd8f9_image2.jpeg,features_Item_2,,,,,,,,,,,dim_hub_dia,,,feat_hub,dim_hub_height,,hub_outer,,cylindrical_step,,,,,,,,,,,,,,,,,,,,,,,
f460115e-2917-4d27-be98-db90ce7fd8f9_image2.jpeg,features_Item_3,,,,,,,,,,,dim_bore,,H7,feat_bore_main,,,through_bore,,cylindrical_bore,,,,,,,,,,,,,,,,,,,,,,,
f460115e-2917-4d27-be98-db90ce7fd8f9_image2.jpeg,features_Item_4,,,,,,,,,,,,,,feat_spline,,,spline_bore,tbl_spline_data,internal_spline,,,,,,,,,,,,,,,,,,,,,,,
f460115e-2917-4d27-be98-db90ce7fd8f9_image2.jpeg,assembly_order_Item_1,feat_rim,revolve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f460115e-2917-4d27-be98-db90ce7fd8f9_image2.jpeg,assembly_order_Item_2,feat_hub,revolve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f460115e-2917-4d27-be98-db90ce7fd8f9_image2.jpeg,assembly_order_Item_3,feat_bore_main,subtract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f460115e-2917-4d27-be98-db90ce7fd8f9_image2.jpeg,assembly_order_Item_4,feat_spline,subtract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f460115e-2917-4d27-be98-db90ce7fd8f9_image2.jpeg,General,,,,,,,,,,,,,,,,,,,,P10019406A,"EN43D, 40Cr4, 41Cr4",BULL GEAR,1:1,,,,,,JPEG,566,452800,800,516,3874,4390,2063,gemini_api_with_estimation_fallback,6453,mm,,,
