Filename,Record_Type,assembly_order_feature_id,assembly_order_op,dimensions_id,dimensions_leaders,dimensions_raw_text,dimensions_symbol,dimensions_tolerance,dimensions_unit,dimensions_value,dimensions_view_id,features_diameter_dim_ids,features_face_width_dim_ids,features_fit_class,features_id,features_length_dim_ids,features_outer_diameter_dim_ids,features_role,features_table_links,features_type,metadata_title_block_drawing_no,metadata_title_block_material,metadata_title_block_part_name,metadata_title_block_scale,tables_cells_label,tables_cells_unit,tables_cells_value,tables_id,tables_view_id,token_usage_image_dimensions_format,token_usage_image_dimensions_height,token_usage_image_dimensions_total_pixels,token_usage_image_dimensions_width,token_usage_input_tokens_image_tokens,token_usage_input_tokens_prompt_tokens,token_usage_input_tokens_total_input_tokens,token_usage_output_tokens,token_usage_token_counting_method,token_usage_total_tokens,units,views_bbox,views_id,views_name
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,tables_cells_Item_14,,,,,,,,,,,,,,,,,,,,,,,,BASE DIAMETER,None,116.315,,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,tables_cells_Item_15,,,,,,,,,,,,,,,,,,,,,,,,MEASUREMENT OVER PINS (ALTERNATE),None,"138.339⁻⁰·¹⁶⁹, ⁻⁰·²⁶⁹",,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,tables_cells_Item_16,,,,,,,,,,,,,,,,,,,,,,,,PIN DIAMETER,None,6.5,,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,tables_cells_Item_17,,,,,,,,,,,,,,,,,,,,,,,,SAP,None,122.842,,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,tables_cells_Item_18,,,,,,,,,,,,,,,,,,,,,,,,EAP,None,135.2,,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,tables_cells_Item_19,,,,,,,,,,,,,,,,,,,,,,,,MAX. TRUE INVOLUTE FORM DIA.(TIF),None,122.381,,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,tables_cells_Item_20,,,,,,,,,,,,,,,,,,,,,,,,OPERATING PCD,None,125.889,,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,tables_Item_1,,,,,,,,,,,,,,,,,,,,,,,,,,,tbl_gear_data,None,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,tables_cells_Item_1,,,,,,,,,,,,,,,,,,,,,,,,STANDARD,None,DIN 5480,,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,tables_cells_Item_2,,,,,,,,,,,,,,,,,,,,,,,,FIT,None,SIDE FIT,,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,tables_cells_Item_3,,,,,,,,,,,,,,,,,,,,,,,,NO. OF TEETH,None,21,,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,tables_cells_Item_4,,,,,,,,,,,,,,,,,,,,,,,,MODULE,None,2.0,,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,tables_cells_Item_5,,,,,,,,,,,,,,,,,,,,,,,,PRESSURE ANGLE,°,30,,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,tables_cells_Item_6,,,,,,,,,,,,,,,,,,,,,,,,MEASUREMENT BETWEEN PINS,None,"37.603⁺⁰·²¹⁷, ⁺⁰·¹¹⁷",,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,tables_cells_Item_7,,,,,,,,,,,,,,,,,,,,,,,,PIN DIAMETER,None,3.5,,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,tables_cells_Item_8,,,,,,,,,,,,,,,,,,,,,,,,MAJOR DIAMETER,None,"45.0⁺⁰·⁶², ⁺⁰·²⁵",,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,tables_cells_Item_9,,,,,,,,,,,,,,,,,,,,,,,,MINOR DIAMETER,None,"41.0⁺⁰·¹⁶, ⁰·⁰",,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,tables_Item_2,,,,,,,,,,,,,,,,,,,,,,,,,,,tbl_spline_data,None,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,dimensions_Item_1,,,dim_outer_dia,,⌀136.2-0.1,⌀,-0.1,mm,136.2,view_main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,dimensions_Item_2,,,dim_pcd_gear,,PCD 125.016,⌀,None,mm,125.016,view_main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,dimensions_Item_3,,,dim_root_dia,,⌀120.417-0.3,⌀,-0.3,mm,120.417,view_main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,dimensions_Item_4,,,dim_hub_dia_main,,⌀90,⌀,None,mm,90,view_main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,dimensions_Item_5,,,dim_hub_dia_small,,⌀58 (BOTH SIDE),⌀,None,mm,58,view_main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,dimensions_Item_6,,,dim_face_width,,24.7-0.1,None,-0.1,mm,24.7,view_main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,dimensions_Item_7,,,dim_hub_length_main,,15.2±0.1,None,±0.1,mm,15.2,view_main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,dimensions_Item_8,,,dim_hub_length_small,,4.75±0.1,None,±0.1,mm,4.75,view_main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,dimensions_Item_9,,,dim_spline_entry_dia,,⌀46 (ENTRY DIA) (BOTH SIDE),⌀,None,mm,46,view_main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,dimensions_Item_10,,,dim_chamfer_1x45,,1 x 45° (BOTH SIDE),None,None,mm,1,view_main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,dimensions_Item_11,,,dim_radius_R5,,R5 (BOTH SIDE),R,None,mm,5,view_main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,dimensions_Item_12,,,dim_groove_dia,,"⌀1.8X0.3 DEEP, GROOVE (FOR IDENTIFICATION ONLY)",⌀,None,mm,1.8,view_main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,features_Item_1,,,,,,,,,,,,dim_face_width,,feat_rim,,dim_outer_dia,gear_tip,tbl_gear_data,cylindrical_rim,,,,,,,,,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,features_Item_2,,,,,,,,,,,dim_hub_dia_main,,,feat_hub_main,dim_hub_length_main,,hub_outer,,cylindrical_step,,,,,,,,,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,features_Item_3,,,,,,,,,,,dim_hub_dia_small,,,feat_hub_extension_small,dim_hub_length_small,,hub_outer_extension,,cylindrical_step,,,,,,,,,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,features_Item_4,,,,,,,,,,,dim_spline_entry_dia,,None,feat_spline_bore,,,spline_bore,tbl_spline_data,internal_spline,,,,,,,,,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,assembly_order_Item_1,feat_rim,revolve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,assembly_order_Item_2,feat_hub_main,revolve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,assembly_order_Item_3,feat_hub_extension_small,revolve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,assembly_order_Item_4,feat_spline_bore,subtract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20f7a57f-5c96-41bd-82e6-938684835e16_image (6).png,General,,,,,,,,,,,,,,,,,,,,P50011489B,20MnCr5; IS:9175,GEAR Z-33 (4TH DRIVER),1:1,,,,,,PNG,6615,61883325,9355,774,1948,2722,2635,gemini_api_with_estimation_fallback,5357,mm,,,
